0	0	5.79e+10
10	4.08672e+10	5.79e+10
20	7.0356e+10	4.17793e+10
30	8.71181e+10	1.81011e+10
40	9.16244e+10	-8.12352e+09
50	8.44635e+10	-3.33137e+10
60	6.61196e+10	-5.40932e+10
70	3.72651e+10	-6.62738e+10
80	8.32601e+06	-6.35115e+10
90	-3.72517e+10	-3.61803e+10
100	-4.81492e+10	1.67552e+10
110	-2.30345e+10	5.7159e+10
120	1.18341e+10	7.33589e+10
130	4.38442e+10	7.18393e+10
140	6.85656e+10	5.83769e+10
150	8.39815e+10	3.69918e+10
160	8.86276e+10	1.08629e+10
170	8.09359e+10	-1.67782e+10
180	5.90406e+10	-4.14749e+10
190	2.15682e+10	-5.52289e+10
200	-2.61593e+10	-4.27231e+10
210	-5.32656e+10	3.4611e+09
220	-4.5662e+10	4.73899e+10
230	-2.21806e+10	7.48402e+10
240	5.92254e+09	8.66958e+10
250	3.31312e+10	8.54578e+10
260	5.60756e+10	7.32204e+10
270	7.19356e+10	5.17327e+10
280	7.75474e+10	2.2875e+10
290	6.86179e+10	-1.02722e+10
300	3.93285e+10	-4.03714e+10
310	-1.17309e+10	-4.81233e+10
320	-5.32239e+10	-1.66312e+10
330	-6.42949e+10	2.43671e+10
340	-5.57637e+10	5.79363e+10
350	-3.66041e+10	8.0463e+10
360	-1.21928e+10	9.14456e+10
370	1.37574e+10	9.08861e+10
380	3.79522e+10	7.87298e+10
390	5.65133e+10	5.48867e+10
400	6.36195e+10	1.99184e+10
410	4.94447e+10	-2.17127e+10
420	4.15435e+09	-4.968e+10
430	-4.44589e+10	-3.79109e+10
440	-7.09826e+10	-7.30565e+09
450	-7.81456e+10	2.52922e+10
460	-7.13326e+10	5.33666e+10
470	-5.45208e+10	7.39606e+10
480	-3.07439e+10	8.5106e+10
490	-2.8548e+09	8.4868e+10
500	2.54963e+10	7.0894e+10
510	4.79386e+10	4.04901e+10
520	5.11529e+10	-6.15429e+09
530	1.73e+10	-4.83391e+10
540	-2.92214e+10	-5.51256e+10
550	-6.38192e+10	-3.94184e+10
560	-8.34318e+10	-1.44555e+10
570	-8.94251e+10	1.28671e+10
580	-8.34006e+10	3.84605e+10
590	-6.67067e+10	5.91337e+10
600	-4.06805e+10	7.1534e+10
610	-7.41989e+09	7.12132e+10
620	2.78441e+10	5.16644e+10
630	4.9458e+10	6.78806e+09
640	3.16754e+10	-4.34954e+10
650	-6.25835e+09	-6.61081e+10
660	-4.20739e+10	-6.63456e+10
670	-6.929e+10	-5.30229e+10
680	-8.61674e+10	-3.17886e+10
690	-9.20223e+10	-6.48799e+09
700	-8.62608e+10	1.96317e+10
710	-6.81522e+10	4.29413e+10
720	-3.71213e+10	5.81089e+10
730	5.13061e+09	5.57112e+10
740	4.4479e+10	2.17851e+10
750	4.75443e+10	-2.99119e+10
760	2.40236e+10	-6.48827e+10
770	-6.68574e+09	-8.04386e+10
780	-3.61351e+10	-8.08352e+10
790	-6.04257e+10	-6.96917e+10
800	-7.70859e+10	-4.97476e+10
810	-8.38531e+10	-2.34191e+10
820	-7.80275e+10	6.42649e+09
830	-5.60883e+10	3.49449e+10
840	-1.48881e+10	5.1463e+10
850	3.5908e+10	3.48115e+10
860	5.82561e+10	-9.41927e+09
870	5.25114e+10	-4.91078e+10
880	3.27634e+10	-7.57007e+10
890	7.23003e+09	-8.89264e+10
900	-1.93122e+10	-8.97431e+10
910	-4.33803e+10	-7.90624e+10
920	-6.15866e+10	-5.76984e+10
930	-6.96381e+10	-2.68207e+10
940	-6.10826e+10	1.04531e+10
950	-2.70908e+10	4.3374e+10
960	2.69757e+10	4.4154e+10
970	6.17436e+10	1.33459e+10
980	7.22364e+10	-2.27092e+10
990	6.62408e+10	-5.35808e+10
1000	4.96301e+10	-7.58661e+10
1010	2.64183e+10	-8.80607e+10
1020	-1.62618e+08	-8.90251e+10
1030	-2.67207e+10	-7.74851e+10
1040	-4.84694e+10	-5.1999e+10
1050	-5.68457e+10	-1.21666e+10
1060	-3.65462e+10	3.38032e+10
1070	1.311e+10	5.26198e+10
1080	5.46189e+10	3.87354e+10
1090	7.80982e+10	1.20645e+10
1100	8.58939e+10	-1.70291e+10
1110	8.10116e+10	-4.36093e+10
1120	6.58202e+10	-6.46399e+10
1130	4.23206e+10	-7.75113e+10
1140	1.27315e+10	-7.92296e+10
1150	-1.92994e+10	-6.57527e+10
1160	-4.53865e+10	-3.20257e+10
1170	-4.52308e+10	2.02188e+10
1180	-8.21593e+09	5.59868e+10
1190	3.32927e+10	6.11323e+10
1200	6.50195e+10	4.83163e+10
1210	8.46241e+10	2.64922e+10
1220	9.22007e+10	9.02705e+08
1230	8.8121e+10	-2.48009e+10
1240	7.2658e+10	-4.73008e+10
1250	4.61453e+10	-6.26073e+10
1260	9.91227e+09	-6.47258e+10
1270	-2.98197e+10	-4.3997e+10
1280	-4.98692e+10	5.77189e+09
1290	-3.08567e+10	5.10197e+10
1300	2.58212e+09	7.24145e+10
1310	3.53483e+10	7.49464e+10
1320	6.19577e+10	6.44243e+10
1330	7.99684e+10	4.49613e+10
1340	8.77153e+10	1.97276e+10
1350	8.35003e+10	-8.19643e+09
1360	6.52745e+10	-3.47451e+10
1370	3.10497e+10	-5.27777e+10
1380	-1.65773e+10	-4.80294e+10
1390	-5.16798e+10	-6.99386e+09
1400	-5.06724e+10	3.89285e+10
1410	-3.04175e+10	7.00642e+10
1420	-3.39807e+09	8.56183e+10
1430	2.41566e+10	8.76849e+10
1440	4.85294e+10	7.82014e+10
1450	6.6733e+10	5.87769e+10
1460	7.55322e+10	3.10691e+10
1470	7.05912e+10	-2.29044e+09
1480	4.57938e+10	-3.50057e+10
1490	-2.70134e+09	-4.96061e+10
1500	-4.9013e+10	-2.41113e+10
1510	-6.55201e+10	1.60454e+10
1520	-6.08729e+10	5.10216e+10
1530	-4.41863e+10	7.59068e+10
1540	-2.10368e+10	8.96894e+10
1550	4.77941e+09	9.2103e+10
1560	2.99918e+10	8.2881e+10
1570	5.08634e+10	6.16635e+10
1580	6.18655e+10	2.84808e+10
1590	5.34599e+10	-1.36366e+10
1600	1.35065e+10	-4.77067e+10
1610	-3.74285e+10	-4.29883e+10
1620	-6.83331e+10	-1.52641e+10
1630	-7.95086e+10	1.68672e+10
1640	-7.60088e+10	4.58852e+10
1650	-6.1746e+10	6.84057e+10
1660	-3.96636e+10	8.22632e+10
1670	-1.24205e+10	8.54175e+10
1680	1.67366e+10	7.54084e+10
1690	4.22948e+10	4.91841e+10
1700	5.24971e+10	5.10252e+09
1710	2.72431e+10	-4.24252e+10
1720	-1.90759e+10	-5.71489e+10
1730	-5.67504e+10	-4.59749e+10
1740	-7.99892e+10	-2.31062e+10
1750	-8.94932e+10	3.73008e+09
1760	-8.66555e+10	3.00519e+10
1770	-7.26872e+10	5.25137e+10
1780	-4.87288e+10	6.7758e+10
1790	-1.64636e+10	7.14516e+10
1800	1.99405e+10	5.71827e+10
1810	4.74469e+10	1.73984e+10
1820	3.85209e+10	-3.57454e+10
1830	3.28944e+09	-6.4479e+10
1840	-3.31534e+10	-6.94684e+10
1850	-6.2392e+10	-5.93624e+10
1860	-8.195e+10	-4.00458e+10
1870	-9.08052e+10	-1.54991e+10
1880	-8.81481e+10	1.10125e+10
1890	-7.30295e+10	3.59672e+10
1900	-4.4495e+10	5.43147e+10
1910	-3.22114e+09	5.71113e+10
1920	3.97582e+10	2.96684e+10
1930	5.04624e+10	-2.18589e+10
1940	3.10971e+10	-6.03609e+10
1950	1.88728e+09	-7.97544e+10
1960	-2.76909e+10	-8.35805e+10
1970	-5.32487e+10	-7.52717e+10
1980	-7.20741e+10	-5.7446e+10
1990	-8.17762e+10	-3.23487e+10
2000	-7.95624e+10	-2.53781e+09
2010	-6.17168e+10	2.77717e+10
2020	-2.41395e+10	4.92023e+10
2030	2.79708e+10	4.10108e+10
2040	5.74208e+10	-4.05381e+08
2050	5.68157e+10	-4.16093e+10
2060	4.00885e+10	-7.10062e+10
2070	1.60334e+10	-8.74237e+10
2080	-1.02846e+10	-9.15022e+10
2090	-3.5297e+10	-8.39649e+10
2100	-5.56801e+10	-6.54151e+10
2110	-6.73583e+10	-3.66385e+10
2120	-6.42295e+10	1.9207e+08
2130	-3.70783e+10	3.69508e+10
2140	1.56907e+10	4.81797e+10
2150	5.6507e+10	2.27064e+10
2160	7.25277e+10	-1.27305e+10
2170	7.05468e+10	-4.50077e+10
2180	5.66346e+10	-6.9673e+10
2190	3.49685e+10	-8.47992e+10
2200	8.81196e+09	-8.90361e+10
2210	-1.85639e+10	-8.09532e+10
2220	-4.27285e+10	-5.88667e+10
2230	-5.58904e+10	-2.16219e+10
2240	-4.33151e+10	2.55797e+10
2250	2.98232e+09	5.28667e+10
2260	4.72889e+10	4.48633e+10
2270	7.46745e+10	2.08068e+10
2280	8.61733e+10	-7.67622e+09
2290	8.44836e+10	-3.49844e+10
2300	7.18431e+10	-5.7758e+10
2310	5.01131e+10	-7.3224e+10
2320	2.12738e+10	-7.83021e+10
2330	-1.15121e+10	-6.88542e+10
2340	-4.09446e+10	-3.93491e+10
2350	-4.8219e+10	1.14506e+10
2360	-1.62364e+10	5.29279e+10
2370	2.52289e+10	6.34928e+10
2380	5.88543e+10	5.43271e+10
2390	8.11283e+10	3.46833e+10
2400	9.16967e+10	1.00351e+10
2410	9.06873e+10	-1.58801e+10
2420	7.81614e+10	-3.97786e+10
2430	5.41523e+10	-5.78331e+10
2440	1.93521e+10	-6.4363e+10
2450	-2.17653e+10	-4.98824e+10
2460	-4.9502e+10	-4.73531e+09
2470	-3.73443e+10	4.4228e+10
2480	-6.1054e+09	7.05928e+10
2490	2.68344e+10	7.72916e+10
2500	5.49186e+10	7.00046e+10
2510	7.52761e+10	5.28685e+10
2520	8.6049e+10	2.90008e+10
2530	8.54323e+10	1.29459e+09
2540	7.12419e+10	-2.66174e+10
2550	4.10009e+10	-4.85324e+10
2560	-5.08481e+09	-5.16924e+10
2570	-4.75745e+10	-1.8296e+10
2580	-5.44613e+10	2.87924e+10
2590	-3.82619e+10	6.36757e+10
2600	-1.2813e+10	8.31659e+10
2610	1.47671e+10	8.88232e+10
2620	4.03425e+10	8.24224e+10
2630	6.07441e+10	6.54512e+10
2640	7.26909e+10	3.937e+10
2650	7.18863e+10	6.38258e+09
2660	5.21285e+10	-2.82877e+10
2670	7.60776e+09	-4.95203e+10
2680	-4.29081e+10	-3.17294e+10
2690	-6.54437e+10	6.7522e+09
2700	-6.52044e+10	4.2884e+10
2710	-5.13703e+10	7.00746e+10
2720	-2.97749e+10	8.6678e+10
2730	-4.34643e+09	9.21228e+10
2740	2.16312e+10	8.59289e+10
2750	4.45276e+10	6.74948e+10
2760	5.9077e+10	3.64085e+10
2770	5.6107e+10	-5.47488e+09
2780	2.20997e+10	-4.43297e+10
2790	-2.99292e+10	-4.70351e+10
2800	-6.48401e+10	-2.28389e+10
2810	-7.99716e+10	8.32435e+09
2820	-7.98556e+10	3.79004e+10
2830	-6.82808e+10	6.2038e+10
2840	-4.80877e+10	7.83453e+10
2850	-2.17598e+10	8.46576e+10
2860	7.79712e+09	7.84071e+10
2870	3.57745e+10	5.62724e+10
2880	5.1794e+10	1.53283e+10
2890	3.52422e+10	-3.52552e+10
2900	-9.505e+09	-5.76328e+10
2910	-4.95256e+10	-5.13511e+10
2920	-7.60293e+10	-3.10542e+10
2930	-8.89306e+10	-5.20143e+09
2940	-8.93649e+10	2.13805e+10
2950	-7.83838e+10	4.52314e+10
2960	-5.69217e+10	6.30342e+10
2970	-2.62517e+10	7.06403e+10
2980	1.0497e+10	6.18892e+10
2990	4.30401e+10	2.8342e+10
3000	4.44165e+10	-2.57286e+10
3010	1.32454e+10	-6.09458e+10
3020	-2.33364e+10	-7.12666e+10
3030	-5.4434e+10	-6.48393e+10
3040	-7.66409e+10	-4.78217e+10
3050	-8.8545e+10	-2.43756e+10
3060	-8.91206e+10	2.18923e+09
3070	-7.72298e+10	2.84478e+10
3080	-5.16101e+10	4.96493e+10
3090	-1.20647e+10	5.74541e+10
3100	3.339e+10	3.71181e+10
3110	5.22548e+10	-1.27766e+10
3120	3.78528e+10	-5.45374e+10
3130	1.06291e+10	-7.78248e+10
3140	-1.87684e+10	-8.5197e+10
3150	-4.53645e+10	-7.98526e+10
3160	-6.61565e+10	-6.42918e+10
3170	-7.85972e+10	-4.0615e+10
3180	-7.97894e+10	-1.11255e+10
3190	-6.58579e+10	2.04728e+10
3200	-3.20298e+10	4.58859e+10
3210	1.9913e+10	4.53479e+10
3220	5.56119e+10	7.81759e+09
3230	6.01932e+10	-3.4087e+10
3240	4.67528e+10	-6.57861e+10
3250	2.44986e+10	-8.50833e+10
3260	-1.25352e+09	-9.22322e+10
3270	-2.68473e+10	-8.77343e+10
3280	-4.89963e+10	-7.1979e+10
3290	-6.37898e+10	-4.5418e+10
3300	-6.54175e+10	-9.48306e+09
3310	-4.45985e+10	2.97058e+10
3320	4.94523e+09	4.9762e+10
3330	5.05699e+10	3.03821e+10
3340	7.17861e+10	-3.66221e+09
3350	7.38458e+10	-3.67293e+10
3360	6.28608e+10	-6.33081e+10
3370	4.31026e+10	-8.10515e+10
3380	1.78229e+10	-8.84118e+10
3390	-9.86454e+09	-8.38288e+10
3400	-3.59263e+10	-6.54312e+10
3410	-5.34276e+10	-3.14428e+10
3420	-4.8705e+10	1.56247e+10
3430	-7.91363e+09	5.11212e+10
3440	3.85432e+10	5.00195e+10
3450	6.98301e+10	2.92311e+10
3460	8.51649e+10	1.76498e+09
3470	8.68447e+10	-2.59841e+10
3480	7.697e+10	-5.02761e+10
3490	5.72786e+10	-6.81558e+10
3500	2.95428e+10	-7.64635e+10
3510	-3.50855e+09	-7.10135e+10
3520	-3.55925e+10	-4.59832e+10
3530	-4.97362e+10	2.2247e+09
3540	-2.39367e+10	4.86459e+10
3550	1.67484e+10	6.48154e+10
3560	5.1901e+10	5.95745e+10
3570	7.66258e+10	4.2364e+10
3580	9.00373e+10	1.88988e+10
3590	9.19895e+10	-6.9718e+09
3600	8.23303e+10	-3.19624e+10
3610	6.08266e+10	-5.23546e+10
3620	2.76611e+10	-6.27094e+10
3630	-1.40186e+10	-5.37619e+10
3640	-4.75977e+10	-1.37481e+10
3650	-4.23869e+10	3.74697e+10
3660	-1.39772e+10	6.81798e+10
3670	1.85414e+10	7.88471e+10
3680	4.76021e+10	7.48097e+10
3690	6.9896e+10	6.01379e+10
3700	8.33539e+10	3.78637e+10
3710	8.60464e+10	1.06992e+10
3720	7.56583e+10	-1.80917e+10
3730	4.93424e+10	-4.30739e+10
3740	5.62372e+09	-5.28642e+10
3750	-4.18043e+10	-2.77858e+10
3760	-5.64756e+10	1.90648e+10
3770	-4.47189e+10	5.69939e+10
3780	-2.13053e+10	8.00665e+10
3790	5.82067e+09	8.91876e+10
3800	3.21387e+10	8.5929e+10
3810	5.43319e+10	7.16418e+10
3820	6.91177e+10	4.75872e+10
3830	7.23117e+10	1.55518e+10
3840	5.77957e+10	-2.02925e+10
3850	1.83585e+10	-4.73868e+10
3860	-3.49417e+10	-3.8698e+10
3870	-6.38104e+10	-2.95139e+09
3880	-6.84178e+10	3.39174e+10
3890	-5.77986e+10	6.32378e+10
3900	-3.807e+10	8.25915e+10
3910	-1.33254e+10	9.10632e+10
3920	1.31133e+10	8.79576e+10
3930	3.77042e+10	7.24578e+10
3940	5.54383e+10	4.3781e+10
3950	5.75867e+10	2.79579e+09
3960	2.99561e+10	-3.96352e+10
3970	-2.18834e+10	-5.00352e+10
3980	-6.04075e+10	-2.99902e+10
3990	-7.94159e+10	-2.56379e+08
4000	-8.27111e+10	2.95282e+10
4010	-7.39053e+10	5.49926e+10
4020	-5.57306e+10	7.34856e+10
4030	-3.05155e+10	8.26954e+10
4040	-8.84625e+08	7.99387e+10
4050	2.89178e+10	6.16761e+10
4060	4.96535e+10	2.40759e+10
4070	4.11049e+10	-2.77236e+10
4080	-8.67336e+08	-5.69802e+10
4090	-4.23751e+10	-5.57233e+10
4100	-7.16422e+10	-3.83698e+10
4110	-8.76821e+10	-1.39322e+10
4120	-9.13047e+10	1.24785e+10
4130	-8.3365e+10	3.73089e+10
4140	-6.45811e+10	5.72862e+10
4150	-3.5849e+10	6.84389e+10
4160	5.8708e+08	6.48842e+10
4170	3.68102e+10	3.77921e+10
4180	4.81885e+10	-1.48074e+10
4190	2.22913e+10	-5.59529e+10
4200	-1.37169e+10	-7.17191e+10
4210	-4.62334e+10	-6.92289e+10
4220	-7.08079e+10	-5.48464e+10
4230	-8.56154e+10	-3.28988e+10
4240	-8.94262e+10	-6.72541e+09
4250	-8.09488e+10	2.03721e+10
4260	-5.86782e+10	4.39983e+10
4270	-2.16671e+10	5.65716e+10
4280	2.5003e+10	4.39263e+10
4290	5.24827e+10	-2.43332e+09
4300	4.40985e+10	-4.71301e+10
4310	1.94609e+10	-7.44561e+10
4320	-9.40833e+09	-8.55923e+10
4330	-3.68172e+10	-8.34425e+10
4340	-5.94165e+10	-7.03924e+10
4350	-7.44825e+10	-4.84173e+10
4360	-7.90198e+10	-1.95981e+10
4370	-6.9045e+10	1.28203e+10
4380	-3.93121e+10	4.15701e+10
4390	1.12223e+10	4.83235e+10
4400	5.26476e+10	1.58528e+10
4410	6.26826e+10	-2.60699e+10
4420	5.2863e+10	-5.9735e+10
4430	3.27212e+10	-8.1736e+10
4440	7.82771e+09	-9.18676e+10
4450	-1.80555e+10	-9.03833e+10
4460	-4.16534e+10	-7.74591e+10
4470	-5.91832e+10	-5.32505e+10
4480	-6.50896e+10	-1.85837e+10
4490	-5.01981e+10	2.20211e+10
4500	-5.10318e+09	4.93761e+10
4510	4.41266e+10	3.67242e+10
4520	7.02441e+10	4.83716e+09
4530	7.64186e+10	-2.84232e+10
4540	6.86204e+10	-5.64865e+10
4550	5.11362e+10	-7.65766e+10
4560	2.71609e+10	-8.69463e+10
4570	-3.75717e+08	-8.59154e+10
4580	-2.78537e+10	-7.14589e+10
4590	-4.92129e+10	-4.13047e+10
4600	-5.21829e+10	4.28363e+09
4610	-1.91235e+10	4.69144e+10
4620	2.85107e+10	5.37897e+10
4630	6.3622e+10	3.70387e+10
4640	8.29302e+10	1.10876e+10
4650	8.82063e+10	-1.67395e+10
4660	8.14031e+10	-4.22743e+10
4670	6.41465e+10	-6.23804e+10
4680	3.80156e+10	-7.38565e+10
4690	5.31145e+09	-7.25622e+10
4700	-2.87595e+10	-5.2596e+10
4710	-4.9599e+10	-8.43205e+09
4720	-3.1839e+10	4.2294e+10
4730	7.18913e+09	6.47681e+10
4740	4.36427e+10	6.40475e+10
4750	7.08057e+10	4.96926e+10
4760	8.7128e+10	2.77294e+10
4770	9.21543e+10	2.17125e+09
4780	8.55207e+10	-2.36617e+10
4790	6.6756e+10	-4.61382e+10
4800	3.56109e+10	-6.0058e+10
4810	-5.90222e+09	-5.64921e+10
4820	-4.42233e+10	-2.2374e+10
4830	-4.65429e+10	2.99584e+10
4840	-2.16629e+10	6.47832e+10
4850	9.95261e+09	7.94653e+10
4860	3.96479e+10	7.88155e+10
4870	6.36215e+10	6.67919e+10
4880	7.9562e+10	4.63347e+10
4890	8.54e+10	1.99941e+10
4900	7.86946e+10	-9.28316e+09
4910	5.63147e+10	-3.67114e+10
4920	1.55636e+10	-5.21635e+10
4930	-3.47495e+10	-3.55674e+10
4940	-5.70524e+10	9.69816e+09
4950	-5.0182e+10	5.00046e+10
4960	-2.93238e+10	7.63727e+10
4970	-3.15775e+09	8.89169e+10
4980	2.34526e+10	8.89498e+10
4990	4.70771e+10	7.76583e+10
5000	6.44721e+10	5.60907e+10
5010	7.16289e+10	2.56158e+10
5020	6.26603e+10	-1.06258e+10
5030	2.95016e+10	-4.27654e+10
5040	-2.45057e+10	-4.46828e+10
5050	-6.01634e+10	-1.31422e+10
5060	-7.02905e+10	2.39754e+10
5070	-6.34118e+10	5.52924e+10
5080	-4.59802e+10	7.74078e+10
5090	-2.2305e+10	8.90121e+10
5100	4.23085e+09	8.92002e+10
5110	3.0178e+10	7.69748e+10
5120	5.08334e+10	5.12519e+10
5130	5.80957e+10	1.20257e+10
5140	3.77858e+10	-3.2908e+10
5150	-1.22904e+10	-5.19179e+10
5160	-5.43464e+10	-3.70483e+10
5170	-7.7474e+10	-9.27518e+09
5180	-8.44392e+10	2.04329e+10
5190	-7.86421e+10	4.70528e+10
5200	-6.27189e+10	6.7614e+10
5210	-3.88716e+10	7.96327e+10
5220	-9.4879e+09	8.03096e+10
5230	2.16737e+10	6.59368e+10
5240	4.64114e+10	3.20208e+10
5250	4.54921e+10	-1.95968e+10
5260	7.47659e+09	-5.52344e+10
5270	-3.48179e+10	-5.92606e+10
5280	-6.64853e+10	-4.51995e+10
5290	-8.54722e+10	-2.25176e+10
5300	-9.21925e+10	3.39592e+09
5310	-8.72765e+10	2.88808e+10
5320	-7.12278e+10	5.06817e+10
5330	-4.46126e+10	6.49642e+10
5340	-8.96425e+09	6.60927e+10
5350	2.96782e+10	4.51457e+10
5360	4.96702e+10	-4.172e+09
5370	2.99137e+10	-5.01511e+10
5380	-4.73071e+09	-7.117e+10
5390	-3.80832e+10	-7.27523e+10
5400	-6.46198e+10	-6.13138e+10
5410	-8.20964e+10	-4.12788e+10
5420	-8.90869e+10	-1.59714e+10
5430	-8.41691e+10	1.1471e+10
5440	-6.56433e+10	3.70587e+10
5450	-3.19301e+10	5.40725e+10
5460	1.45619e+10	4.94459e+10
5470	5.05165e+10	9.03876e+09
5480	4.94291e+10	-3.79962e+10
5490	2.81273e+10	-6.94923e+10
5500	2.09751e+08	-8.46434e+10
5510	-2.7742e+10	-8.59621e+10
5520	-5.19633e+10	-7.57214e+10
5530	-6.95358e+10	-5.5792e+10
5540	-7.73828e+10	-2.80594e+10
5550	-7.14789e+10	4.6594e+09
5560	-4.63011e+10	3.61218e+10
5570	1.53475e+09	4.99075e+10
5580	4.81488e+10	2.39611e+10
5590	6.40882e+10	-1.72504e+10
5600	5.83022e+10	-5.26142e+10
5610	4.05867e+10	-7.72124e+10
5620	1.68112e+10	-9.02818e+10
5630	-9.11561e+09	-9.17984e+10
5640	-3.38916e+10	-8.17265e+10
5650	-5.38179e+10	-5.996e+10
5660	-6.35468e+10	-2.68322e+10
5670	-5.40879e+10	1.43975e+10
5680	-1.4059e+10	4.74899e+10
5690	3.74385e+10	4.18423e+10
5700	6.79735e+10	1.27665e+10
5710	7.81463e+10	-2.01337e+10
5720	7.35821e+10	-4.9237e+10
5730	5.85104e+10	-7.13093e+10
